stars,comment
5.0 out of 5 stars,"







  
  
    I bought it for my sister's daughter. She really enjoys reading from small books which are suitable for her age. Quality of books are pretty good.
  
"
5.0 out of 5 stars,"







  
  
    Great set of books for kids. It is a board book and includes basic knowledge for kids.
  
"
5.0 out of 5 stars,"







  
  
    Very nice product.. Useful for children from 1-4 years.. Main intention is to familiarize them with the picutres in it, not that to make them understand what actually it is..good quality books and pictures.
  
"
2.0 out of 5 stars,"







  
  
    Everything they show is not local. Starting from fruits to animals. The pictures of Cantaloupe, and some other things. How on earth, toddlers are going to pronounce cantaloupe. This is the fundamental flaw. Its not that useful.
  
"
5.0 out of 5 stars,"







  
  
    Very nice collection for babies ,picture size is also good and clear makes it interesting for others too.
  
"
4.0 out of 5 stars,"







  
  
    Small cute books, kids can hold the books very easily and they will love it.
  
"
5.0 out of 5 stars,"







  
  
    Picture colours are too attractive, really babies will enjoy with it.
  
"
5.0 out of 5 stars,"







  
  
    Too good! Must buy for your toddler… my son loves going through all the books!
  
"
3.0 out of 5 stars,"







  
  
    I like this product but the words are not easy to learn like that B for ball is very easy for childrens to learn but the bear is very difficult to learn and then colours are not clear cut to understand the children .
  
"
5.0 out of 5 stars,"







  
  
    My one year old loved it. Looks very small but it is worth as she enjoyed to the core
  
"
1.0 out of 5 stars,"







  
  
    Size of books is very small. Would have got big size book which are easy to hold in same price in a local market. Also, books are not with good content
  
"
3.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     My 1.5 year old baby did this.u can see
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality and Images are very clear.It’s good books above 2 years kids.Child can easy hold book in hand.
  
"
4.0 out of 5 stars,"







  
  
    Nice quality of books. my baby was very excited to seeing this books. She is very liked. She kisses her every page of images. Overall ok. But size is very small. Otherwise all are good
  
"
5.0 out of 5 stars,"







  
  
    Best choice for 3-4 year babies..my daughter loved it.. the pictures are big and colourful.. it hard bind pages..so not afraid that kids may tear it.. excellent choice for the basic learning from home..
  
"
5.0 out of 5 stars,"







  
  
    Too good. It's images help the children to memories. It's look amazing. It is best for 2-5 yrs old kid.
  
"
5.0 out of 5 stars,"







  
  
    It’s a great product to start with 2year olds .. good quality and prints are very clear .Happy with purchase ❤️
  
"
5.0 out of 5 stars,"







  
  
    Awesome books and quality is good. Can carry in your purse too to take it anywhere and its a long term study books even 1st standard students can read them well for perfect knowledge like shapes transport animals etc price worthy item love it u should buy
  
"
4.0 out of 5 stars,"







  
  
    Cover and pages are quite sturdy.But - as this product is meant for some western country, one can't find many ndian things in the books though these are easily available everywhere.So Difficut to correlate for kid.
  
"
5.0 out of 5 stars,"







  
  
    I went to many stores to purchase books for my little one.But the books I found costed 300 per book and didn't had much attractive pics in it.I found that this is the best set for my little one and is of just 400 and has attractive pics.
  
"
4.0 out of 5 stars,"







  
  
    The books are amazing.. You can teach your toddler at home easily with the help of these books.. They are small in size but they are convinient too.. Definitely recommended
  
"
4.0 out of 5 stars,"







  
  
    Smaller than expected but the material is good . So at this price it's fine to purchase this set for fun study for your little one. good for 1.6 - 2 + years kid to recognise things via pictures.
  
"
4.0 out of 5 stars,"







  
  
    Good quality and excellent packaging by the manufacturer. Worth every penny. My junior enjoy with this pack.
  
"
4.0 out of 5 stars,"







  
  
    Good value for money on discount. Kids love the rich pictures and quality is more than AVG. Worth the investment.
  
"
4.0 out of 5 stars,"







  
  
    My kids loves it., Always with a  book in hand, asking for what s name of this nd that. The vegetables nd fruits book hold mostly of other country items nd not much relevant to India. Other than its good nd go ahead
  
"
4.0 out of 5 stars,"







  
  
    The size of the books may disappoint you....other than that the books are fabulous.... Each page of the books are very strong ...they are very colourful....definitely babies love the books  .. ✌️✌️✌️
  
"
5.0 out of 5 stars,"







  
  
    Totally worth the money for the content and the quality of the book.Must have collection.
  
"
